,Date,Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day,count,count_xgb1,count_xgb2,count_dt,count_lr,error_xgb1,error_xgb2,error_dt,error_lr,count_xgb_day,count_xgb_night,error_xgb_day,error_xgb_night,count_xgb_summer,count_xgb_winter,error_xgb_summer,error_xgb_winter
1297,2018-01-24,1,-15.0,31,2.5,2000,-28.3,0.0,0.0,0.9,Winter,No Holiday,Yes,89,162.0581,73.491936,68.0,-152.71232923121482,-73.05810546875,15.508064270019531,21.0,241.71232923121482,251.25458,112.75604,-162.25457763671875,-23.75604248046875,857.42883,75.48618,-768.4288330078125,13.513816833496094
4710,2018-06-15,6,17.2,83,1.3,2000,14.2,0.07,0.0,0.0,Summer,No Holiday,Yes,609,624.562,615.0425,381.0,568.7073464737506,-15.56201171875,-6.04248046875,228.0,40.29265352624941,1067.3383,1197.805,-458.3382568359375,-588.8050537109375,413.69638,309.7718,195.30361938476562,299.22821044921875
5574,2018-07-21,6,24.9,76,0.0,1473,20.3,0.02,0.0,0.0,Summer,No Holiday,Yes,381,589.9775,789.1801,742.0,805.3878434765259,-208.97747802734375,-408.18011474609375,-361.0,-424.38784347652586,517.66406,1879.9059,-136.6640625,-1498.9058837890625,575.8078,309.56802,-194.80780029296875,71.43197631835938
5077,2018-06-30,13,25.6,87,1.7,390,23.2,0.71,3.5,0.0,Summer,No Holiday,Yes,1144,559.8152,474.2737,137.0,696.8788737729585,584.184814453125,669.7262878417969,1007.0,447.1211262270415,518.53955,935.4919,625.46044921875,208.50811767578125,383.72852,471.08997,760.271484375,672.9100341796875
3318,2018-04-18,6,6.2,52,0.8,1609,-2.9,0.0,0.0,0.0,Spring,No Holiday,Yes,395,277.73254,282.73135,449.0,535.8735816659084,117.2674560546875,112.26864624023438,-54.0,-140.87358166590843,348.44223,250.90146,46.557769775390625,144.09854125976562,350.80136,151.02509,44.198638916015625,243.97491455078125
678,2017-12-29,6,0.8,68,0.6,673,-4.4,0.0,0.0,0.0,Winter,No Holiday,Yes,128,166.60388,153.87428,137.0,14.840561250830262,-38.6038818359375,-25.874282836914062,-9.0,113.15943874916974,408.1818,125.21749,-280.1817932128906,2.7825088500976562,277.72925,114.352264,-149.729248046875,13.647735595703125
5422,2018-07-14,22,27.6,70,2.7,1994,21.6,0.0,0.0,0.0,Summer,No Holiday,Yes,1682,1697.7465,1907.5564,2091.0,1425.8237912960503,-15.7464599609375,-225.556396484375,-409.0,256.17620870394967,1082.8783,1185.6309,599.1217041015625,496.369140625,1774.8175,563.8354,-92.8175048828125,1118.1646118164062
4099,2018-05-20,19,20.8,24,2.0,2000,-0.5,0.56,0.0,0.0,Spring,No Holiday,Yes,2145,2078.1494,2337.8438,1986.0,1415.1701422844794,66.8505859375,-192.84375,159.0,729.8298577155206,1818.984,2182.5085,326.0159912109375,-37.508544921875,2807.6133,630.7163,-662.61328125,1514.28369140625
3720,2018-05-05,0,12.2,59,1.2,1718,4.4,0.0,0.0,0.0,Spring,No Holiday,Yes,796,595.40405,680.01135,753.0,473.738467280017,200.595947265625,115.9886474609375,43.0,322.261532719983,203.27951,612.9142,592.7204895019531,183.0858154296875,950.06256,322.37097,-154.06256103515625,473.6290283203125
6280,2018-08-19,16,33.3,32,2.4,2000,14.3,1.98,0.0,0.0,Summer,No Holiday,Yes,1395,1281.0779,1134.2849,1398.0,1508.9460612013477,113.922119140625,260.715087890625,-3.0,-113.94606120134767,1461.1671,1476.9744,-66.1671142578125,-81.974365234375,1281.7833,640.86676,113.2166748046875,754.1332397460938
4390,2018-06-01,22,22.7,44,1.5,2000,9.8,0.0,0.0,0.0,Summer,No Holiday,Yes,1991,1762.2789,2003.2855,2155.0,1476.2020179869187,228.7210693359375,-12.2855224609375,-164.0,514.7979820130813,1109.1636,1927.1986,881.83642578125,63.8013916015625,1970.232,667.6072,20.7679443359375,1323.392822265625
6675,2018-09-05,3,20.2,77,0.4,2000,16.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,376,386.4927,402.06067,285.0,740.1720540658214,-10.492706298828125,-26.0606689453125,91.0,-364.1720540658214,894.3549,508.36887,-518.3549194335938,-132.36886596679688,186.78589,313.3708,189.214111328125,62.62921142578125
3093,2018-04-08,21,2.8,88,2.1,592,1.0,0.0,0.0,0.0,Spring,No Holiday,Yes,170,254.40265,176.11633,177.0,566.276052298077,-84.40264892578125,-6.1163330078125,-7.0,-396.27605229807705,6.1044154,147.61443,163.89558458328247,22.385574340820312,1069.7438,120.34813,-899.7437744140625,49.65187072753906
8416,2018-11-16,16,11.8,66,3.0,687,5.6,0.44,0.0,0.0,Autumn,No Holiday,Yes,1126,899.6983,814.7997,737.0,981.0657669837475,226.30169677734375,311.2003173828125,389.0,144.9342330162525,1208.2513,968.8487,-82.2513427734375,157.15130615234375,1419.7059,566.6213,-293.7059326171875,559.3787231445312
8580,2018-11-23,12,5.5,20,1.4,1992,-15.7,1.85,0.0,0.0,Autumn,No Holiday,Yes,664,767.28156,749.41437,731.0,896.8438597494816,-103.28155517578125,-85.41436767578125,-67.0,-232.84385974948157,679.8318,606.026,-15.831787109375,57.9739990234375,1094.1412,400.4752,-430.1412353515625,263.5248107910156
6404,2018-08-24,20,23.5,81,3.5,2000,20.0,0.0,0.0,0.0,Summer,No Holiday,Yes,1162,1490.4462,1416.3136,1300.0,1185.4195042780038,-328.4461669921875,-254.3135986328125,-138.0,-23.419504278003842,481.24106,1177.4238,680.7589416503906,-15.423828125,1224.7139,555.1437,-62.7138671875,606.8563232421875
727,2017-12-31,7,-1.8,86,1.7,367,-3.8,0.0,0.0,1.2,Winter,Holiday,Yes,39,214.89496,80.11813,103.0,-259.0854009953006,-175.89495849609375,-41.118133544921875,-64.0,298.0854009953006,60.86555,127.023834,-21.865550994873047,-88.02383422851562,428.59836,58.54001,-389.5983581542969,-19.540008544921875
1515,2018-02-02,3,-6.3,63,0.9,1425,-12.2,0.0,0.0,0.0,Winter,No Holiday,Yes,65,124.740746,81.98187,57.0,-196.2473451763134,-59.740745544433594,-16.98187255859375,8.0,261.2473451763134,373.80774,62.92703,-308.8077392578125,2.0729713439941406,381.24265,49.15521,-316.2426452636719,15.844791412353516
4643,2018-06-12,11,22.9,54,2.6,1959,13.0,2.56,0.0,0.0,Summer,No Holiday,Yes,1092,1028.6735,1069.1776,868.0,930.9093489307403,63.3265380859375,22.8223876953125,224.0,161.0906510692597,1216.3221,2410.503,-124.3221435546875,-1318.5029296875,1110.8351,427.40134,-18.8350830078125,664.5986633300781
156,2017-12-07,12,3.7,65,2.4,833,-2.2,0.98,0.0,0.3,Winter,No Holiday,Yes,431,341.50894,282.1296,249.0,253.70886408391476,89.49105834960938,148.87039184570312,182.0,177.29113591608524,329.931,950.96277,101.06900024414062,-519.9627685546875,1054.296,259.80255,-623.2960205078125,171.19744873046875
2254,2018-03-04,22,9.6,92,2.5,721,8.3,0.0,0.0,0.0,Spring,No Holiday,Yes,8,266.19217,286.14972,567.0,743.0490268026573,-258.1921691894531,-278.14971923828125,-559.0,-735.0490268026573,285.40094,234.54616,-277.40093994140625,-226.54615783691406,474.69693,274.9782,-466.6969299316406,-266.97821044921875
3818,2018-05-09,2,10.9,59,1.1,2000,3.1,0.0,0.0,0.0,Spring,No Holiday,Yes,245,364.98022,420.61804,269.0,495.54986891885505,-119.980224609375,-175.6180419921875,-24.0,-250.54986891885505,123.27357,470.7313,121.72643280029297,-225.73129272460938,493.71512,284.51266,-248.71511840820312,-39.512664794921875
5263,2018-07-08,7,18.2,54,1.2,2000,8.7,0.42,0.0,0.0,Summer,No Holiday,Yes,410,1086.4183,828.32385,520.0,836.8015168139923,-676.4183349609375,-418.3238525390625,-110.0,-426.8015168139923,838.76984,1467.7347,-428.76983642578125,-1057.7347412109375,530.8902,373.07358,-120.89019775390625,36.926422119140625
2606,2018-03-19,14,10.1,59,3.3,2000,2.4,0.57,0.0,0.0,Spring,No Holiday,Yes,326,684.8872,544.92914,387.0,806.6224086960639,-358.88720703125,-218.92913818359375,-61.0,-480.62240869606387,801.1626,1100.2554,-475.16259765625,-774.25537109375,1047.1273,431.81573,-721.1273193359375,-105.81573486328125
4109,2018-05-21,5,11.9,0,1.3,2000,-2.7,0.0,0.0,0.0,Spring,No Holiday,Yes,200,275.9055,17.554195,186.0,1192.7637735806402,-75.90548706054688,182.44580459594727,14.0,-992.7637735806402,1069.0342,155.60391,-869.0341796875,44.396087646484375,240.37833,164.35023,-40.378326416015625,35.64976501464844
5161,2018-07-04,1,25.4,79,1.0,2000,21.4,0.0,0.0,0.0,Summer,No Holiday,Yes,796,734.94196,784.34894,844.0,678.0777616616674,61.05804443359375,11.65106201171875,-48.0,117.92223833833259,677.80884,1098.6741,118.191162109375,-302.674072265625,790.0926,400.186,5.90740966796875,395.8139953613281
3514,2018-04-26,10,16.7,47,2.2,1147,5.3,2.26,0.0,0.0,Spring,No Holiday,Yes,745,865.9838,747.8179,626.0,801.1404466185753,-120.98382568359375,-2.81787109375,119.0,-56.14044661857531,985.98694,1695.6504,-240.9869384765625,-950.650390625,788.37415,427.66885,-43.3741455078125,317.3311462402344
3572,2018-04-28,20,15.1,34,2.2,1981,-0.6,0.01,0.0,0.0,Spring,No Holiday,Yes,1435,1334.5521,1167.1661,1382.0,1301.5508724065758,100.4478759765625,267.8338623046875,53.0,133.44912759342424,953.8975,1248.2032,481.10247802734375,186.7967529296875,2075.335,572.1975,-640.3349609375,862.802490234375
6743,2018-09-07,23,19.4,50,2.8,2000,8.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,1363,1175.3745,1008.8403,571.0,1535.9980208034544,187.62548828125,354.15972900390625,792.0,-172.99802080345444,1510.995,1378.4154,-147.9949951171875,-15.4154052734375,1292.2725,512.21765,70.7275390625,850.7823486328125
5662,2018-07-24,22,29.8,66,3.2,1511,22.7,0.0,0.0,0.0,Summer,No Holiday,Yes,1773,1587.4202,1648.7954,2091.0,1519.4076307847517,185.579833984375,124.20458984375,-318.0,253.59236921524825,516.1942,1786.7946,1256.8057861328125,-13.7945556640625,1678.0305,531.0722,94.969482421875,1241.9277954101562
8335,2018-11-13,7,4.4,72,0.3,1189,-0.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,1066,946.9835,947.73785,1047.0,477.1334361525959,119.0164794921875,118.26214599609375,19.0,588.8665638474041,968.6068,160.26372,97.3931884765625,905.7362823486328,520.47345,218.79257,545.5265502929688,847.2074279785156
2643,2018-03-21,3,1.3,40,2.1,2000,-10.8,0.0,0.0,0.0,Spring,No Holiday,Yes,82,153.5696,136.40189,149.0,446.1269667417947,-71.56959533691406,-54.401885986328125,-67.0,-364.1269667417947,317.60123,121.36134,-235.60122680664062,-39.36134338378906,348.3772,106.557175,-266.377197265625,-24.557174682617188
3002,2018-04-05,2,9.0,63,2.1,2000,2.3,0.0,0.0,0.0,Spring,No Holiday,Yes,220,316.04364,361.57602,269.0,433.22669720722087,-96.04364013671875,-141.57601928710938,-49.0,-213.22669720722087,83.61735,418.54636,136.38265228271484,-198.54635620117188,503.14792,269.83563,-283.1479187011719,-49.83563232421875
6642,2018-09-03,18,21.9,97,1.8,757,21.3,0.02,13.0,0.0,Autumn,No Holiday,Yes,113,153.42973,106.75875,66.0,308.32629940722825,-40.42973327636719,6.241249084472656,47.0,-195.32629940722825,-60.577908,42.637993,173.57790756225586,70.36200714111328,-21.21509,402.69247,134.21508979797363,-289.6924743652344
1028,2018-01-12,20,-7.9,31,1.4,2000,-22.1,0.0,0.0,0.0,Winter,No Holiday,Yes,210,253.51936,208.2263,98.0,498.7515536723312,-43.51936340332031,1.7736968994140625,112.0,-288.7515536723312,149.49434,285.16937,60.50566101074219,-75.16937255859375,2129.728,149.88196,-1919.72802734375,60.1180419921875
177,2017-12-08,9,-6.7,50,0.9,1492,-15.4,0.23,0.0,0.0,Winter,No Holiday,Yes,395,282.4723,311.4875,195.0,53.2290904374982,112.5277099609375,83.51251220703125,200.0,341.7709095625018,245.85931,511.08438,149.14068603515625,-116.08438110351562,688.0011,324.30508,-293.0010986328125,70.69491577148438
2864,2018-03-30,8,11.5,60,1.6,550,3.9,0.42,0.0,0.0,Spring,No Holiday,Yes,1406,931.28845,1054.344,489.0,634.4126640469992,474.7115478515625,351.656005859375,917.0,771.5873359530008,759.10565,185.78763,646.8943481445312,1220.2123718261719,1086.8192,654.56744,319.1807861328125,751.4325561523438
2154,2018-02-28,18,3.6,90,2.1,845,2.1,0.0,9.5,0.0,Winter,No Holiday,Yes,11,197.68362,73.06989,8.0,-281.5492071104576,-186.68362426757812,-62.06989288330078,3.0,292.5492071104576,3.5781898,-90.17729,7.421810150146484,101.17729187011719,70.29368,132.50668,-59.293678283691406,-121.50668334960938
4598,2018-06-10,14,24.1,51,1.1,2000,13.3,1.58,0.0,0.0,Summer,No Holiday,Yes,1985,1217.56,1572.3037,1033.0,1114.1504813089368,767.43994140625,412.6962890625,952.0,870.8495186910632,1714.513,1878.4623,270.487060546875,106.5377197265625,1595.1431,590.7713,389.85693359375,1394.2286987304688
1041,2018-01-13,9,-6.3,76,0.6,330,-9.8,0.05,0.2,0.4,Winter,No Holiday,Yes,102,249.06384,92.629814,237.0,-161.72283410341873,-147.0638427734375,9.370185852050781,-135.0,263.72283410341873,238.66664,382.07123,-136.66664123535156,-280.07122802734375,333.29526,92.15014,-231.29525756835938,9.849861145019531
2374,2018-03-09,22,2.9,69,1.2,1179,-2.2,0.0,0.0,0.0,Spring,No Holiday,Yes,521,466.42746,517.7272,466.0,757.4690588501767,54.572540283203125,3.2728271484375,55.0,-236.46905885017668,358.0663,186.3422,162.93368530273438,334.6578063964844,2059.0598,306.2376,-1538.059814453125,214.76239013671875
7056,2018-09-21,0,18.9,78,2.1,2000,14.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,809,812.3618,842.904,531.0,645.0258564100518,-3.36181640625,-33.90399169921875,278.0,163.9741435899482,773.77997,1059.5796,35.22003173828125,-250.57958984375,1059.6614,409.78055,-250.661376953125,399.2194519042969
2901,2018-03-31,21,13.3,48,1.6,1582,2.5,0.0,0.0,0.0,Spring,No Holiday,Yes,1010,1224.5874,1255.072,1447.0,1176.3074520315236,-214.58740234375,-245.072021484375,-437.0,-166.30745203152355,498.6169,1087.6844,511.3830871582031,-77.6844482421875,2158.7224,626.6079,-1148.722412109375,383.39208984375
2790,2018-03-27,6,8.1,66,0.6,415,2.1,0.0,0.0,0.0,Spring,No Holiday,Yes,231,262.30606,165.58763,414.0,454.6730845777256,-31.306060791015625,65.41236877441406,-183.0,-223.6730845777256,627.4092,207.49516,-396.4091796875,23.504837036132812,403.34814,184.46747,-172.34814453125,46.53253173828125
8363,2018-11-14,11,12.1,49,0.8,1827,1.6,1.61,0.0,0.0,Autumn,No Holiday,Yes,892,906.8748,911.1653,888.0,866.6882654472448,-14.87481689453125,-19.165283203125,4.0,25.311734552755183,901.34314,920.764,-9.3431396484375,-28.76397705078125,1013.51227,505.63217,-121.51226806640625,386.3678283691406
7488,2018-10-09,0,12.6,54,0.2,2000,3.5,0.0,0.0,0.0,Autumn,Holiday,No,0,128.62129,81.87795,0.0,-419.4730198480993,-128.6212921142578,-81.8779525756836,0.0,419.4730198480993,139.15482,196.15593,-139.15481567382812,-196.1559295654297,1286.0541,294.8222,-1286.0540771484375,-294.82220458984375
2297,2018-03-06,17,10.2,27,2.8,1826,-8.0,1.22,0.0,0.0,Spring,No Holiday,Yes,883,932.491,913.89453,680.0,1052.8051982966062,-49.49102783203125,-30.89453125,203.0,-169.80519829660625,880.2233,425.335,2.77667236328125,457.6650085449219,2115.6765,641.7441,-1232.676513671875,241.25592041015625
7842,2018-10-23,18,14.5,71,2.1,1235,9.2,0.06,0.0,0.0,Autumn,No Holiday,Yes,2415,1358.9828,1804.2954,1882.0,1079.8060078654844,1056.0172119140625,610.70458984375,533.0,1335.1939921345156,1308.4204,1807.7523,1106.57958984375,607.2476806640625,2133.3318,756.1396,281.668212890625,1658.8604125976562
2113,2018-02-27,1,2.1,44,0.9,1107,-8.9,0.0,0.0,0.0,Winter,No Holiday,Yes,213,233.6063,183.49016,160.0,113.90059856711429,-20.606292724609375,29.509841918945312,53.0,99.09940143288571,456.05807,173.50363,-243.05807495117188,39.496368408203125,914.2349,268.11893,-701.2349243164062,-55.118927001953125
4081,2018-05-20,1,14.7,43,1.2,2000,2.2,0.0,0.0,0.0,Spring,No Holiday,Yes,713,572.6448,534.52405,420.0,687.6569382873517,140.355224609375,178.4759521484375,293.0,25.34306171264825,359.64328,879.2422,353.3567199707031,-166.2421875,842.1067,280.7849,-129.106689453125,432.215087890625
5027,2018-06-28,11,26.5,64,1.8,1806,19.1,1.3,0.0,0.0,Summer,No Holiday,Yes,938,863.5468,1051.7396,916.0,1024.833622657201,74.45318603515625,-113.7396240234375,22.0,-86.83362265720098,1091.9393,2035.918,-153.9393310546875,-1097.91796875,1005.88586,548.60986,-67.8858642578125,389.39013671875
3639,2018-05-01,15,23.1,61,2.5,556,15.1,1.5,0.0,0.0,Spring,Holiday,Yes,1639,1349.2291,1442.0007,961.0,924.0019110457685,289.7708740234375,196.999267578125,678.0,714.9980889542315,1402.6676,2208.3171,236.3323974609375,-569.317138671875,1322.6655,528.1821,316.33447265625,1110.81787109375
7861,2018-10-24,13,17.2,43,2.3,1835,4.4,1.68,0.0,0.0,Autumn,No Holiday,Yes,1106,1011.5423,1064.1093,1150.0,1115.7220206153725,94.45770263671875,41.8907470703125,-44.0,-9.722020615372458,1075.0879,1853.9722,30.912109375,-747.97216796875,1073.7454,487.39642,32.254638671875,618.6035766601562
1170,2018-01-18,18,2.0,39,2.1,1259,-10.5,0.01,0.0,0.0,Winter,No Holiday,Yes,506,386.62482,489.19077,407.0,642.2462887579252,119.37518310546875,16.809234619140625,99.0,-136.24628875792519,520.2618,348.0779,-14.26177978515625,157.92208862304688,1903.0269,600.8704,-1397.02685546875,-94.87042236328125
3069,2018-04-07,21,3.8,39,3.2,2000,-8.9,0.0,0.0,0.0,Spring,No Holiday,Yes,443,495.253,499.81943,426.0,1035.1715163942904,-52.25299072265625,-56.819427490234375,17.0,-592.1715163942904,212.6004,473.34412,230.39959716796875,-30.3441162109375,2137.4724,299.97018,-1694.472412109375,143.02981567382812
2619,2018-03-20,3,4.7,44,3.8,2000,-6.5,0.0,0.0,0.0,Spring,No Holiday,Yes,95,166.58524,142.01881,92.0,533.7632285006101,-71.58523559570312,-47.01881408691406,3.0,-438.7632285006101,428.77957,297.70078,-333.7795715332031,-202.70077514648438,332.9836,93.47516,-237.98361206054688,1.52484130859375
2370,2018-03-09,18,7.0,55,2.0,705,-1.4,0.35,0.0,0.0,Spring,No Holiday,Yes,1231,703.1128,724.1704,365.0,853.4956807930055,527.88720703125,506.82958984375,866.0,377.5043192069945,586.0314,765.37024,644.9686279296875,465.6297607421875,2460.9082,542.02924,-1229.908203125,688.9707641601562
5785,2018-07-30,1,28.5,54,1.1,2000,18.2,0.0,0.0,0.0,Summer,No Holiday,Yes,575,734.94196,659.9092,535.0,960.520035180259,-159.94195556640625,-84.9091796875,40.0,-385.520035180259,382.88654,706.0804,192.11346435546875,-131.08038330078125,694.5917,241.6241,-119.5916748046875,333.3759002685547
5929,2018-08-05,1,27.7,83,2.7,1128,24.5,0.0,0.0,0.0,Summer,No Holiday,Yes,758,734.94196,736.7845,733.0,727.7026306078533,23.05804443359375,21.21551513671875,25.0,30.29736939214672,796.6062,577.044,-38.606201171875,180.95599365234375,708.7105,383.6703,49.28948974609375,374.3297119140625
4407,2018-06-02,15,29.8,24,2.9,1939,7.0,3.0,0.0,0.0,Summer,No Holiday,Yes,1535,1393.9355,1480.1527,1730.0,1358.9970892303031,141.064453125,54.8472900390625,-195.0,176.00291076969688,1450.6481,1885.0737,84.3519287109375,-350.07373046875,1418.6006,500.06894,116.3994140625,1034.9310607910156
5820,2018-07-31,12,35.2,39,1.2,2000,19.1,2.86,0.0,0.0,Summer,No Holiday,Yes,626,752.1981,776.7445,560.0,1320.4582821955255,-126.1981201171875,-150.7445068359375,66.0,-694.4582821955255,887.65466,1169.427,-261.6546630859375,-543.427001953125,688.011,451.6953,-62.010986328125,174.3046875
920,2018-01-08,8,0.7,45,0.7,1339,-9.9,0.0,0.0,0.0,Winter,No Holiday,Yes,701,420.06525,477.9747,683.0,263.80754182625157,280.93475341796875,223.02529907226562,18.0,437.19245817374843,302.27902,137.56703,398.7209777832031,563.4329681396484,528.68396,651.2376,172.3160400390625,49.76239013671875
1121,2018-01-16,17,5.2,58,0.8,462,-2.4,0.08,0.0,0.0,Winter,No Holiday,Yes,381,408.47845,379.6609,504.0,513.5410086817096,-27.47845458984375,1.339111328125,-123.0,-132.54100868170963,342.60303,839.6615,38.39697265625,-458.6614990234375,1651.314,435.37527,-1270.31396484375,-54.375274658203125
7768,2018-10-20,16,20.9,20,2.0,1976,-2.9,1.35,0.0,0.0,Autumn,No Holiday,Yes,1813,1463.9385,1739.2926,1976.0,1426.0373199912942,349.0615234375,73.7073974609375,-163.0,386.9626800087058,1721.2627,1912.0996,91.7373046875,-99.099609375,1557.8921,613.987,255.10791015625,1199.0130004882812
3119,2018-04-09,23,9.6,43,1.2,1333,-2.3,0.0,0.0,0.0,Spring,No Holiday,Yes,623,780.67664,623.61676,680.0,1166.6695503219448,-157.6766357421875,-0.61676025390625,-57.0,-543.6695503219448,728.2352,542.1596,-105.2352294921875,80.84039306640625,1597.6547,557.042,-974.6546630859375,65.9580078125
399,2017-12-17,15,-2.5,28,2.0,2000,-18.5,0.85,0.0,0.0,Winter,No Holiday,Yes,278,293.34198,357.25906,269.0,458.67186304066666,-15.34197998046875,-79.25906372070312,9.0,-180.67186304066666,306.737,401.2559,-28.73699951171875,-123.25588989257812,1092.4114,278.81622,-814.411376953125,-0.81622314453125
6565,2018-08-31,13,28.7,46,2.6,1815,15.9,3.1,0.0,0.0,Summer,No Holiday,Yes,965,1165.974,1196.4829,1445.0,1148.8352114465579,-200.9739990234375,-231.48291015625,-480.0,-183.83521144655788,1230.0964,1774.3092,-265.096435546875,-809.3092041015625,1230.7069,388.13745,-265.7069091796875,576.862548828125
5330,2018-07-11,2,24.5,96,0.5,476,23.8,0.0,0.0,0.0,Summer,No Holiday,Yes,236,490.5686,268.19376,243.0,510.58650251150107,-254.568603515625,-32.193756103515625,-7.0,-274.58650251150107,460.76468,157.98848,-224.76467895507812,78.01152038574219,389.14838,304.02597,-153.14837646484375,-68.02597045898438
2909,2018-04-01,5,12.3,65,0.5,1085,5.8,0.0,0.0,0.0,Spring,No Holiday,Yes,96,267.44382,153.57036,122.0,546.1989482850213,-171.44381713867188,-57.57035827636719,-26.0,-450.1989482850213,212.67697,511.5615,-116.67697143554688,-415.5614929199219,192.39073,198.03249,-96.39073181152344,-102.03248596191406
4305,2018-05-29,9,21.0,67,1.1,1012,14.6,0.54,0.0,0.0,Spring,No Holiday,Yes,1192,1046.2334,990.77814,1200.0,835.2010509473424,145.7666015625,201.22186279296875,-8.0,356.7989490526576,1102.5566,2341.8386,89.443359375,-1149.838623046875,1255.5474,475.20477,-63.54736328125,716.7952270507812
7840,2018-10-23,16,16.1,70,1.3,898,10.6,0.83,0.0,0.0,Autumn,No Holiday,Yes,1294,1140.3721,1195.3738,1031.0,999.7924202193032,153.6279296875,98.626220703125,263.0,294.20757978069685,678.2416,1501.6016,615.7584228515625,-207.6015625,1412.1525,610.4638,-118.1524658203125,683.5361938476562
7992,2018-10-30,0,3.4,55,1.5,2000,-4.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,488,509.41092,525.49884,592.0,430.2391347308338,-21.410919189453125,-37.49884033203125,-104.0,57.760865269166175,488.9014,649.20734,-0.901397705078125,-161.20733642578125,1031.9398,283.23422,-543.9398193359375,204.76577758789062
7475,2018-10-08,11,17.9,39,1.3,1873,3.7,2.06,0.0,0.0,Autumn,No Holiday,Yes,1117,996.7509,1060.0776,1138.0,1058.3364161602858,120.24908447265625,56.92236328125,-21.0,58.66358383971419,1053.2158,1960.2234,63.7841796875,-843.223388671875,1010.2188,532.2929,106.78118896484375,584.7070922851562
7172,2018-09-25,20,19.3,45,0.4,2000,7.0,0.0,0.0,0.0,Autumn,Holiday,Yes,1583,1598.9868,1498.8365,1565.0,1313.0040672919326,-15.98681640625,84.1634521484375,18.0,269.99593270806736,700.25494,1402.5342,882.7450561523438,180.4658203125,1930.2217,688.84985,-347.2216796875,894.150146484375
2450,2018-03-13,2,5.4,66,0.6,623,-0.4,0.0,0.0,0.0,Spring,No Holiday,Yes,161,213.3249,207.6753,28.0,276.93669376615566,-52.32490539550781,-46.67529296875,133.0,-115.93669376615566,393.69727,157.55968,-232.697265625,3.4403228759765625,486.1227,269.60342,-325.1227111816406,-108.60342407226562
1246,2018-01-21,22,-0.3,32,0.7,2000,-15.0,0.0,0.0,0.0,Winter,No Holiday,Yes,207,313.65588,288.39484,219.0,723.5056118153695,-106.6558837890625,-81.39483642578125,-12.0,-516.5056118153695,516.8565,119.31334,-309.85650634765625,87.68666076660156,1954.1738,233.55853,-1747.173828125,-26.55853271484375
5568,2018-07-21,0,27.5,73,1.1,1834,22.2,0.0,0.0,0.0,Summer,No Holiday,Yes,1132,855.98236,1033.3752,938.0,756.879943256436,276.01763916015625,98.624755859375,194.0,375.12005674356396,528.36,900.8492,603.6400146484375,231.15081787109375,1031.532,306.31177,100.468017578125,825.688232421875
2145,2018-02-28,9,6.2,55,2.4,478,-2.1,0.13,0.0,0.0,Winter,No Holiday,Yes,419,438.2685,537.7447,285.0,368.1719656455751,-19.26849365234375,-118.74468994140625,134.0,50.828034354424915,508.26694,762.69714,-89.26693725585938,-343.6971435546875,662.1215,330.2238,-243.12152099609375,88.77621459960938
773,2018-01-02,5,-3.1,67,0.6,1384,-8.3,0.0,0.0,0.0,Winter,No Holiday,Yes,58,131.01404,57.73361,62.0,-98.23968757323968,-73.0140380859375,0.2663917541503906,-4.0,156.23968757323968,289.2501,95.06486,-231.25009155273438,-37.064857482910156,161.94371,94.31398,-103.94371032714844,-36.31398010253906
3181,2018-04-12,13,18.1,18,5.1,1939,-6.6,3.2,0.0,0.0,Spring,No Holiday,Yes,1029,972.8795,988.4208,969.0,1056.143924741133,56.1204833984375,40.5792236328125,60.0,-27.143924741133105,1210.9802,1451.6874,-181.980224609375,-422.6873779296875,1353.5098,471.95984,-324.509765625,557.0401611328125
5917,2018-08-04,13,33.6,54,3.7,1754,23.0,2.56,0.0,0.0,Summer,No Holiday,Yes,703,704.922,607.47504,639.0,1277.463913000417,-1.9219970703125,95.52496337890625,64.0,-574.463913000417,653.4807,1447.8491,49.519287109375,-744.84912109375,525.963,404.69452,177.0369873046875,298.30548095703125
2458,2018-03-13,10,10.9,40,0.5,714,-2.1,0.55,0.0,0.0,Spring,No Holiday,Yes,428,719.03125,450.9929,993.0,799.4543951274615,-291.03125,-22.992889404296875,-565.0,-371.45439512746145,690.28253,684.5357,-262.28253173828125,-256.53570556640625,1115.546,335.57065,-687.5460205078125,92.42935180664062
6553,2018-08-31,1,23.7,77,1.1,1099,19.4,0.0,0.0,0.0,Summer,No Holiday,Yes,652,734.94196,938.19696,554.0,646.0296828762683,-82.94195556640625,-286.19696044921875,98.0,5.970317123731661,711.6648,1120.6244,-59.664794921875,-468.6243896484375,913.68225,349.04257,-261.6822509765625,302.9574279785156
5128,2018-07-02,16,25.2,87,0.9,601,22.8,0.88,0.0,0.0,Summer,No Holiday,Yes,839,763.1629,583.2591,373.0,939.7981890374552,75.83709716796875,255.74090576171875,466.0,-100.79818903745524,752.52905,888.83734,86.470947265625,-49.83734130859375,719.5636,514.7716,119.4364013671875,324.2283935546875
